year,diff,pred,path
1778,18,1796,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/193/RP-T-00-494-58B.jpeg
1810,45,1765,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1928-52.jpeg
1890,37,1853,/home/liza/data/met-images/15/15783.jpg
1811,18,1793,/home/liza/data/met-images/15/15146.jpg
1912,219,1693,/home/liza/data/met-images/459/459271.jpg
1634,94,1728,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1948-412.jpeg
1860,114,1746,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1951-230.jpeg
1764,166,1598,/home/liza/data/met-images/338/338157.jpg
1650,73,1723,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1909-10.jpeg
1748,9,1757,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1953-87.jpeg
1646,0,1646,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1957.jpeg
1590,127,1717,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1993-117(V).jpeg
1890,139,1751,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/216/SK-A-3490.jpeg
1870,54,1816,/home/liza/data/met-images/10/10457.jpg
1560,131,1691,/home/liza/data/met-images/338/338411.jpg
1770,39,1809,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/35/NG-400-L.jpeg
1780,140,1640,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-3834.jpeg
1720,30,1750,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1992-91.jpeg
1872,15,1857,/home/liza/data/met-images/19/19110.jpg
1500,298,1798,/home/liza/data/met-images/459/459233.jpg
1734,102,1836,/home/liza/data/met-images/338/338823.jpg
1813,62,1751,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1965-204(R).jpeg
1600,208,1808,/home/liza/data/met-images/339/339798.jpg
1763,28,1791,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1159.jpeg
1769,11,1758,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1905-12.jpeg
1843,28,1871,/home/liza/data/met-images/337/337670.jpg
1901,81,1820,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1939-16.jpeg
1659,56,1715,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1895-A-3088.jpeg
1755,9,1746,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1888-A-1605X.jpeg
1789,42,1747,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/214/RP-T-FM-191.jpeg
1875,36,1839,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-3663.jpeg
1697,31,1666,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-326.jpeg
1743,2,1741,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1918-436.jpeg
1605,145,1750,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-4848.jpeg
1634,138,1772,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1926-21.jpeg
1891,59,1832,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1960-750.jpeg
1676,49,1725,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1899-A-4271.jpeg
1816,69,1747,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1904-310.jpeg
1630,90,1720,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1900-A-4379.jpeg
1615,133,1748,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1555.jpeg
1551,146,1697,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/193/RP-T-00-684.jpeg
1700,27,1727,/home/liza/data/met-images/340/340410.jpg
1560,210,1770,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-4487.jpeg
1655,71,1726,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-2361.jpeg
1720,77,1643,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-4089.jpeg
1866,106,1760,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1976-132.jpeg
1875,31,1844,/home/liza/data/met-images/12/12173.jpg
1786,31,1755,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1888-A-1648.jpeg
1650,57,1707,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1957-161.jpeg
1620,189,1809,/home/liza/data/met-images/429/429028.jpg
1600,188,1788,/home/liza/data/met-images/334/334858.jpg
1625,167,1792,/home/liza/data/met-images/436/436305.jpg
1801,12,1789,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2257.jpeg
1610,193,1803,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1981-100.jpeg
1500,277,1777,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/200/RP-T-1921-477.jpeg
1735,82,1653,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1941-16.jpeg
1826,48,1778,/home/liza/data/met-images/344/344182.jpg
1809,9,1818,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1892-A-2520(V).jpeg
1567,191,1758,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1898-A-3970.jpeg
1813,38,1775,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-3210.jpeg
1803,0,1803,/home/liza/data/met-images/376/376111.jpg
1805,14,1791,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1917-131.jpeg
1866,85,1781,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/40/RP-D-1996-1-52.jpeg
1870,41,1829,/home/liza/data/met-images/16/16090.jpg
1757,26,1783,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1918-481.jpeg
1685,50,1735,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1951-54.jpeg
1824,62,1762,/home/liza/data/met-images/373/373902.jpg
1600,77,1677,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1952-58.jpeg
1746,51,1797,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-3675.jpeg
1685,48,1733,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1899-A-4102.jpeg
1615,207,1822,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1993-181.jpeg
1635,171,1806,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1984-119.jpeg
1400,29,1371,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/8/BK-16913.jpeg
1700,88,1788,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2013(R).jpeg
1872,45,1827,/home/liza/data/met-images/11/11326.jpg
1790,6,1784,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1890-A-2329.jpeg
1736,61,1797,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1332.jpeg
1789,13,1776,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2207.jpeg
1900,75,1825,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1923.jpeg
1668,41,1709,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1948-107.jpeg
1810,26,1784,/home/liza/data/met-images/337/337912.jpg
1649,100,1749,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1887-A-957(V).jpeg
1650,83,1733,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/200/RP-T-1921-54.jpeg
1654,170,1824,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/4/BI-1890-1952-74(V).jpeg
1575,169,1744,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1953-81.jpeg
1652,38,1690,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/216/SK-A-2574.jpeg
1929,109,1820,/home/liza/data/met-images/459/459712.jpg
1864,35,1829,/home/liza/data/met-images/436/436961.jpg
1810,1,1809,/home/liza/data/met-images/16/16619.jpg
1849,64,1785,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/35/NG-2013-22-14.jpeg
1906,91,1815,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1955-19.jpeg
1756,29,1727,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1981-277.jpeg
1771,60,1831,/home/liza/data/met-images/338/338357.jpg
1833,35,1798,/home/liza/data/met-images/15/15047.jpg
1770,16,1786,/home/liza/data/met-images/670/670267.jpg
1550,74,1624,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1948-10.jpeg
1845,32,1813,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1952-275.jpeg
1879,87,1792,/home/liza/data/met-images/436/436143.jpg
1556,241,1797,/home/liza/data/met-images/340/340737.jpg
1899,99,1800,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-3732.jpeg
1766,15,1781,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1953-262.jpeg
1630,172,1802,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/193/RP-T-00-40.jpeg
1550,168,1718,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1962-26.jpeg
1713,25,1738,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/6/BI-B-FM-071-101.jpeg
1608,83,1525,/home/liza/data/met-images/421/421875.jpg
1870,42,1828,/home/liza/data/met-images/12/12362.jpg
1811,28,1783,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1994-116.jpeg
1689,82,1771,/home/liza/data/met-images/338/338610.jpg
1734,14,1748,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/193/RP-T-00-863.jpeg
1754,32,1786,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1509.jpeg
1750,39,1711,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1893-A-2752.jpeg
1675,106,1781,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/193/RP-T-1881-A-138.jpeg
1697,82,1779,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-2316.jpeg
1818,66,1752,/home/liza/data/met-images/459/459980.jpg
1633,133,1766,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1972-58.jpeg
1857,73,1784,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1961-42.jpeg
1745,6,1751,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1928-148.jpeg
1878,16,1862,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1979-57.jpeg
1470,92,1378,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/15/BK-NM-1197.jpeg
1829,123,1706,/home/liza/data/met-images/10/10784.jpg
1574,171,1745,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1883-A-249.jpeg
1847,38,1809,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1950-63(V).jpeg
1789,11,1778,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1951-420.jpeg
1520,234,1754,/home/liza/data/met-images/435/435593.jpg
1712,35,1747,/home/liza/data/met-images/338/338932.jpg
1789,26,1815,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1422.jpeg
1630,140,1770,/home/liza/data/met-images/48/48950.jpg
1854,12,1842,/home/liza/data/met-images/437/437942.jpg
1650,98,1748,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1887-A-1174.jpeg
1706,64,1770,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1997-54.jpeg
1628,180,1808,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1948-13.jpeg
1610,7,1603,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-587.jpeg
1646,120,1766,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/4/BI-1890-1950-23(V).jpeg
1620,145,1765,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/193/RP-T-00-695.jpeg
1701,69,1770,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1892-A-2501.jpeg
1570,97,1667,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1958-57(V).jpeg
1800,31,1831,/home/liza/data/met-images/4/4939.jpg
1920,108,1812,/home/liza/data/met-images/483/483138.jpg
1619,8,1611,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-2068.jpeg
1600,179,1779,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1886-A-633.jpeg
1450,136,1586,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-3999.jpeg
1791,7,1798,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1953-100.jpeg
1726,134,1592,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-461.jpeg
1696,72,1768,/home/liza/data/met-images/344/344411.jpg
1676,64,1740,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1888-A-1631.jpeg
1551,252,1803,/home/liza/data/met-images/338/338625.jpg
1722,54,1776,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1576.jpeg
1906,77,1829,/home/liza/data/met-images/489/489637.jpg
1580,38,1542,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1888-A-1432.jpeg
1668,100,1568,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1641.jpeg
1841,42,1799,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1940-227.jpeg
1557,163,1720,/home/liza/data/met-images/437/437163.jpg
1779,32,1747,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/28/NG-1985-7-2-46.jpeg
1650,25,1625,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1510.jpeg
1752,38,1790,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1072.jpeg
1550,221,1771,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1935-43-6(R).jpeg
1775,2,1773,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1904-55.jpeg
1660,18,1678,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-861.jpeg
1658,196,1854,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/4/BI-1890-1952-94(V).jpeg
1600,232,1832,/home/liza/data/met-images/389/389435.jpg
1860,67,1793,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1886-A-712(R).jpeg
1560,53,1507,/home/liza/data/met-images/651/651356.jpg
1924,92,1832,/home/liza/data/met-images/488/488782.jpg
1793,16,1809,/home/liza/data/met-images/436/436686.jpg
1909,97,1812,/home/liza/data/met-images/10/10629.jpg
1617,166,1783,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1887-A-740.jpeg
1570,31,1539,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1953-274.jpeg
1667,48,1619,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-3829.jpeg
1711,62,1773,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1896-A-3160.jpeg
1817,50,1767,/home/liza/data/met-images/10/10165.jpg
1734,30,1764,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/200/RP-T-1921-408.jpeg
1757,51,1808,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1940-428.jpeg
1748,48,1796,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1953-257.jpeg
1739,71,1810,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1975-90(V).jpeg
1852,71,1781,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/79/RP-P-1903-A-23790.jpeg
1913,444,1469,/home/liza/data/met-images/486/486744.jpg
1671,39,1710,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-443.jpeg
1825,62,1763,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1959-141.jpeg
1630,103,1733,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1891-A-2455.jpeg
1615,52,1667,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/4/BI-1887-1463-52B.jpeg
1800,25,1825,/home/liza/data/met-images/363/363010.jpg
1788,19,1807,/home/liza/data/met-images/336/336317.jpg
1604,191,1795,/home/liza/data/met-images/340/340566.jpg
1680,155,1835,/home/liza/data/met-images/343/343335.jpg
1917,70,1847,/home/liza/data/met-images/12/12786.jpg
1905,86,1819,/home/liza/data/met-images/10/10252.jpg
1770,120,1650,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1952-201.jpeg
1630,141,1771,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1940-203.jpeg
1650,10,1640,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1957-176.jpeg
1637,146,1783,/home/liza/data/met-images/437/437969.jpg
1542,283,1825,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1955-25.jpeg
1712,30,1682,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1940-337.jpeg
1650,2,1648,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1911.jpeg
1838,10,1848,/home/liza/data/met-images/14/14882.jpg
1552,225,1777,/home/liza/data/met-images/381/381955.jpg
1700,65,1765,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1933-41.jpeg
1701,81,1782,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1888-A-1849.jpeg
1863,34,1829,/home/liza/data/met-images/11/11228.jpg
1834,78,1756,/home/liza/data/met-images/15/15230.jpg
1635,86,1721,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1902-A-4582.jpeg
1835,38,1797,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1940-40.jpeg
1724,54,1778,/home/liza/data/met-images/345/345079.jpg
1765,44,1809,/home/liza/data/met-images/436/436596.jpg
1842,68,1774,/home/liza/data/met-images/12/12591.jpg
1840,34,1806,/home/liza/data/met-images/385/385285.jpg
1890,22,1868,/home/liza/data/met-images/15/15766.jpg
1677,49,1726,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/4/BI-1887-1463-68.jpeg
1620,151,1771,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/216/SK-A-2527.jpeg
1638,129,1767,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1984-11.jpeg
1821,12,1833,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1949-714.jpeg
1895,75,1820,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-4165.jpeg
1788,12,1776,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/187/RP-P-OB-86.085.jpeg
1866,78,1788,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/40/RP-D-1996-1-32.jpeg
1780,3,1777,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1940-369.jpeg
1876,51,1825,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1963-341.jpeg
1609,84,1525,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/214/SK-A-1284.jpeg
1673,49,1722,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/219/SK-C-21.jpeg
1560,21,1539,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1910-9.jpeg
1520,131,1651,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1950-259.jpeg
1848,57,1791,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1949-837.jpeg
1791,4,1787,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/193/RP-T-00-938.jpeg
1827,78,1749,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1996-127.jpeg
1875,47,1828,/home/liza/data/met-images/13/13357.jpg
1596,211,1807,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/104/RP-P-1951-173.jpeg
1915,100,1815,/home/liza/data/met-images/488/488851.jpg
1770,10,1760,/home/liza/data/met-images/344/344077.jpg
1600,218,1818,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/214/RP-T-H-00-250.jpeg
1905,97,1808,/home/liza/data/met-images/17/17385.jpg
1799,127,1672,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-3111.jpeg
1560,86,1646,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/216/SK-A-3118.jpeg
1600,211,1811,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1931-178.jpeg
1759,36,1795,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/214/RP-T-FM-51.jpeg
1880,62,1818,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-3548.jpeg
1699,8,1707,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-739.jpeg
1827,34,1793,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1971-33.jpeg
1650,86,1736,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1887-A-984.jpeg
1787,11,1776,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-3740.jpeg
1811,29,1782,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1954-437.jpeg
1750,164,1586,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-4545.jpeg
1869,70,1799,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1944-195.jpeg
1715,61,1776,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1968-294.jpeg
1640,55,1695,/home/liza/data/met-images/436/436839.jpg
1777,14,1763,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1914-17-25.jpeg
1885,44,1841,/home/liza/data/met-images/341/341035.jpg
1825,27,1798,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/214/RP-T-2013-44.jpeg
1700,42,1742,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1961-23.jpeg
1780,16,1796,/home/liza/data/met-images/340/340765.jpg
1777,2,1775,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1914-17-245.jpeg
1862,87,1775,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1954-450.jpeg
1901,49,1852,/home/liza/data/met-images/11/11129.jpg
1849,24,1825,/home/liza/data/met-images/45/45819.jpg
1626,185,1811,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1967-112.jpeg
1612,96,1708,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1887-A-769.jpeg
1650,95,1745,/home/liza/data/met-images/37/37892.jpg
1895,39,1856,/home/liza/data/met-images/15/15319.jpg
1880,90,1790,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-3562.jpeg
1575,162,1737,/home/liza/data/met-images/340/340617.jpg
1625,71,1696,/home/liza/data/met-images/437/437531.jpg
1641,105,1746,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/3/BI-1887-1463-123B.jpeg
